ra,dec,sy_name,hostname,sy_snum,sy_pnum,sy_mnum,st_mass,sy_plx
286.4904589,38.3748720,"Kepler-770","Kepler-770",1,3,0,0.91,1.0461600
286.8653826,41.9889571,"Kepler-152","Kepler-152",1,2,0,0.83,2.2382800
295.4823299,48.5244695,"Kepler-1638","Kepler-1638",1,1,0,0.82,0.6269330
133.4611999,33.0566885,"HD 75898","HD 75898",1,1,0,1.28,12.7836000
293.1234493,40.9348005,"Kepler-598","Kepler-598",1,2,0,0.81,1.4398000
295.2886934,48.5997243,"Kepler-300","Kepler-300",1,2,0,0.97,0.8816530
296.4673039,42.5987984,"Kepler-136","Kepler-136",2,2,0,1.17,2.3477600
297.2789115,43.7239693,"Kepler-162","Kepler-162",1,2,0,0.88,1.1402300
293.8781041,41.6617245,"Kepler-702","Kepler-702",1,1,0,0.82,0.9801450
284.5211975,41.6296562,"Kepler-170","Kepler-170",1,2,0,1.08,1.3251400
284.5211975,41.6296562,"Kepler-170","Kepler-170",1,2,0,1.03,1.3251400
288.2805801,46.3408747,"Kepler-1122","Kepler-1122",1,1,0,0.92,0.7840810
295.3024604,49.5890456,"Kepler-1831","Kepler-1831",1,1,0,1.03,0.9205770
16.1849423,74.3313055,"TOI-2046","TOI-2046",1,1,0,1.13,3.4235600
282.4229401,46.0139761,"Kepler-1459","Kepler-1459",1,1,0,0.78,2.1667700
296.8136883,47.5265446,"Kepler-40","Kepler-40",1,1,0,1.46,0.4051180
275.0159879,-9.5966905,"HD 168443","HD 168443",1,2,0,1.01,25.2084000
97.1902262,38.9627315,"HD 45350","HD 45350",1,1,0,1.05,21.3056000
293.2045009,45.4353919,"Kepler-1322","Kepler-1322",1,2,0,0.96,0.7129040
285.3873706,45.0490265,"Kepler-1067","Kepler-1067",1,2,0,0.92,1.4689700
283.2645129,41.7114526,"Kepler-1230","Kepler-1230",1,1,0,1.06,0.7046790
289.0739641,40.3660239,"Kepler-1576","Kepler-1576",1,1,0,1.05,2.1407300
297.0420150,39.9121864,"Kepler-1983","Kepler-1983",1,1,0,0.80,2.3273900
292.5804200,46.0973588,"Kepler-256","Kepler-256",1,4,0,0.95,0.9457500
283.2115971,41.0380135,"Kepler-1458","Kepler-1458",1,1,0,0.90,1.8079100
293.4700919,39.2528182,"Kepler-597","Kepler-597",1,1,0,0.96,1.4787900
291.8812445,44.5557587,"Kepler-1208","Kepler-1208",1,1,0,0.79,1.1847500
292.1445534,47.1573604,"Kepler-763","Kepler-763",1,3,0,0.88,1.0109300
282.3947017,48.7591334,"Kepler-380","Kepler-380",1,2,0,0.99,1.2003000
294.3508497,50.0809627,"Kepler-1860","Kepler-1860",1,1,0,0.96,2.2505700
293.3450181,39.2577469,"Kepler-1698","Kepler-1698",1,1,0,0.72,4.4687600
289.9214256,46.7445267,"Kepler-403","Kepler-403",1,3,0,1.10,1.1615400
289.8354219,49.8256070,"Kepler-325","Kepler-325",1,3,0,0.92,1.1860700
283.0029316,44.2841080,"Kepler-271","Kepler-271",1,3,0,1.00,2.4432600
293.6704404,41.4102105,"Kepler-1379","Kepler-1379",1,1,0,0.87,1.0033100
299.1362435,45.8699582,"Kepler-382","Kepler-382",1,2,0,0.79,1.0407000
296.2038586,42.7778165,"Kepler-1420","Kepler-1420",1,1,0,0.89,0.9224300
299.8305655,47.1575741,"Kepler-267","Kepler-267",1,3,0,0.49,3.7452900
294.7119855,39.0737317,"Kepler-577","Kepler-577",1,1,0,0.50,1.8791600
288.6706571,47.3991249,"Kepler-587","Kepler-587",1,1,0,0.97,1.2405100
296.8534096,50.0373196,"Kepler-1212","Kepler-1212",1,1,0,1.01,0.7310620
294.3255898,46.0022646,"Kepler-326","Kepler-326",1,3,0,0.88,2.0230800
290.8894090,42.4596251,"Kepler-1909","Kepler-1909",1,1,0,0.66,1.2813800
285.2866912,41.8609357,"Kepler-205","Kepler-205",1,2,0,0.51,6.2320200
290.1072124,38.7022694,"Kepler-278","Kepler-278",1,2,0,1.30,2.2289000
280.2495197,43.9150665,"Kepler-1445","Kepler-1445",1,1,0,1.18,1.9463500
297.2550814,40.5483883,"Kepler-348","Kepler-348",1,2,0,1.20,1.7235600
286.6300796,38.9455907,"Kepler-473","Kepler-473",1,1,0,1.02,1.0750200
292.2046748,37.2212065,"Kepler-1569","Kepler-1569",1,1,0,1.04,1.0291300
293.7164655,46.2266878,"Kepler-1714","Kepler-1714",1,1,0,1.49,2.4136600
287.5646296,44.3050662,"Kepler-189","Kepler-189",1,2,0,0.84,1.6618300
297.0281620,48.2086019,"Kepler-107","Kepler-107",1,4,0,1.24,1.8724900
296.6804876,41.3865279,"Kepler-757","Kepler-757",1,1,0,0.88,0.9082280
296.8086813,47.1718557,"Kepler-1720","Kepler-1720",1,1,0,0.94,1.5600100
283.2213438,40.4217620,"Kepler-237","Kepler-237",1,2,0,0.73,1.4916300
285.1683291,44.0264898,"Kepler-55","Kepler-55",1,5,0,0.65,1.6993200
291.1643587,45.3183061,"Kepler-1901","Kepler-1901",1,1,0,1.02,0.9439400
290.7351869,44.0912620,"Kepler-1989","Kepler-1989",1,1,0,1.00,0.7700160
293.2936129,42.1963497,"Kepler-359","Kepler-359",1,3,0,1.09,0.6656830
188.9223576,27.2143766,"TOI-1811","TOI-1811",1,1,0,0.82,7.7699100
285.8993164,48.3072850,"Kepler-1138","Kepler-1138",1,1,0,0.81,1.1180400
296.3546093,41.3355698,"Kepler-1927","Kepler-1927",1,1,0,0.99,0.8882330
284.0974305,47.8104856,"Kepler-1179","Kepler-1179",1,1,0,0.77,2.3795800
296.2776587,46.8998006,"Kepler-1336","Kepler-1336",1,2,0,0.96,0.8590040
300.9354067,45.5964836,"Kepler-1571","Kepler-1571",1,1,0,0.94,1.4521300
293.5863887,42.9288624,"Kepler-434","Kepler-434",1,1,0,1.03,0.7895850
290.9272450,39.9141166,"Kepler-621","Kepler-621",1,1,0,0.57,
296.2351072,39.3702865,"Kepler-818","Kepler-818",1,1,0,0.94,1.0537700
297.9381813,46.8813194,"Kepler-990","Kepler-990",1,2,0,0.93,1.2180500
315.9054895,11.9893675,"HAT-P-65","HAT-P-65",1,1,0,,1.3260800
282.4229401,46.0139761,"Kepler-1459","Kepler-1459",1,1,0,0.82,2.1667700
294.3262617,47.2175461,"Kepler-941","Kepler-941",1,1,0,0.99,0.8909340
293.5111889,45.1366252,"Kepler-395","Kepler-395",1,2,0,0.41,2.3455500
297.4808253,46.5891373,"Kepler-1997","Kepler-1997",1,1,0,1.10,0.6377920
295.2264739,50.5592348,"Kepler-197","Kepler-197",2,4,0,0.92,2.9962800
292.4797004,38.5149018,"Kepler-275","Kepler-275",1,3,0,1.34,0.4639930
291.8713535,44.0873907,"Kepler-1100","Kepler-1100",1,1,0,1.06,1.4129700
291.6994841,38.1452065,"Kepler-1194","Kepler-1194",1,1,0,0.90,
290.6761874,48.2942362,"Kepler-286","Kepler-286",1,4,0,1.00,0.7894650
292.0446280,37.3761861,"Kepler-264","Kepler-264",1,2,0,1.32,1.0329000
292.4996101,46.3243406,"Kepler-344","Kepler-344",1,2,0,0.94,0.9689210
297.0456122,46.0273893,"Kepler-734","Kepler-734",1,1,0,0.84,0.8356470
290.0432936,47.2578857,"Kepler-1144","Kepler-1144",1,1,0,0.91,0.8482060
289.8354219,49.8256070,"Kepler-325","Kepler-325",1,3,0,,1.1860700
296.6972773,46.3716969,"Kepler-1681","Kepler-1681",1,1,0,0.72,
291.5060432,46.8956262,"Kepler-220","Kepler-220",1,4,0,,5.8153700
296.4037783,39.7227036,"Kepler-1935","Kepler-1935",1,1,0,0.84,1.0767800
298.2007268,48.2677925,"Kepler-918","Kepler-918",1,1,0,1.05,0.9477260
298.3183909,47.2794824,"Kepler-223","Kepler-223",1,4,0,0.90,0.5100760
293.9297337,41.6029048,"Kepler-1715","Kepler-1715",1,1,0,1.11,1.8872600
286.7107166,43.0433585,"Kepler-978","Kepler-978",1,1,0,1.04,
297.5771450,40.0276768,"Kepler-1930","Kepler-1930",1,1,0,0.84,3.5983200
293.5308112,39.3159329,"Kepler-183","Kepler-183",1,2,0,1.04,0.9237020
299.1224639,41.8667953,"Kepler-539","Kepler-539",1,2,0,0.99,3.2257400
299.3196708,41.3847447,"Kepler-519","Kepler-519",2,1,0,0.90,4.0262400
282.6313559,46.4810220,"Kepler-1385","Kepler-1385",1,1,0,0.94,1.4236700
297.2789115,43.7239693,"Kepler-162","Kepler-162",1,2,0,0.88,1.1402300
292.0443891,46.3289723,"Kepler-1072","Kepler-1072",1,1,0,1.04,0.9888140
287.8971066,40.6378141,"Kepler-238","Kepler-238",1,5,0,1.06,0.5269440
287.6535874,47.4147762,"Kepler-781","Kepler-781",1,1,0,0.81,0.9113240
273.4988604,-42.5757218,"HD 166724","HD 166724",1,1,0,0.81,22.1273000
297.0899590,41.3880686,"Kepler-203","Kepler-203",1,3,0,1.01,1.3932900
284.7548499,44.9560500,"Kepler-214","Kepler-214",1,2,0,1.04,0.7986790
284.3510523,40.8529319,"Kepler-1195","Kepler-1195",1,1,0,0.71,1.0608800
291.5080318,45.3700933,"Kepler-1968","Kepler-1968",1,1,0,0.84,1.3040000
287.5696516,46.5679011,"Kepler-738","Kepler-738",1,1,0,0.82,0.8696160
288.7389481,46.7625929,"Kepler-219","Kepler-219",1,3,0,1.03,1.2417800
290.8332412,38.1841851,"Kepler-489","Kepler-489",1,1,0,0.82,2.6764800
298.8163801,43.9980203,"Kepler-521","Kepler-521",1,1,0,1.23,1.1754200
294.9855607,42.7277355,"Kepler-831","Kepler-831",1,1,0,0.85,1.6560400
229.2745954,71.8239428,"11 UMi","11 UMi",1,1,0,1.43,7.9538800
295.9206663,47.4486164,"Kepler-784","Kepler-784",1,2,0,,0.7382170
297.6422563,49.5949580,"Kepler-1428","Kepler-1428",1,1,0,1.28,0.6247610
289.9308779,40.0977109,"Kepler-1032","Kepler-1032",1,1,0,0.77,1.4622700
289.2202147,41.7064385,"Kepler-1059","Kepler-1059",1,1,0,0.75,1.3740500
183.7762699,-7.2575413,"HD 106515","HD 106515 A",2,1,0,0.97,29.3041000
286.5747697,44.7951858,"Kepler-800","Kepler-800",1,1,0,0.92,0.9528610
289.8707469,41.0407482,"Kepler-1529","Kepler-1529",1,1,0,0.81,1.4843800
348.9259334,58.0432233,"HD 240237","HD 240237",1,1,0,0.61,1.0436600
297.2778906,48.3203542,"Kepler-133","Kepler-133",1,2,0,1.04,1.5029200
295.2511870,45.8429537,"Kepler-1086","Kepler-1086",2,2,0,0.62,2.1173600
298.2150641,39.9550863,"PH1","PH1",4,1,0,1.09,
291.2556226,48.8469171,"Kepler-1442","Kepler-1442",1,1,0,1.08,1.6143900
296.2776587,46.8998006,"Kepler-1336","Kepler-1336",1,2,0,0.96,0.8590040
281.5699998,47.3986233,"Kepler-364","Kepler-364",1,2,0,1.20,1.0928700
16.9536005,-8.2336165,"HD 6718","HD 6718",1,1,0,1.02,19.4476000
282.9997682,40.5574322,"Kepler-1240","Kepler-1240",1,1,0,0.86,1.1311400
176.6275187,-40.4949151,"HD 102365","HD 102365 B",2,1,0,0.17,107.3110000
290.9892462,50.3080640,"Kepler-1302","Kepler-1302",1,1,0,0.86,1.5471800
288.4335977,40.3808519,"Kepler-1320","Kepler-1320",1,1,0,0.80,1.5166400
290.6731326,38.6910045,"Kepler-198","Kepler-198",1,3,0,0.96,1.9899800
291.3905325,42.1804735,"Kepler-280","Kepler-280",1,2,0,0.96,1.2528000
290.7857595,50.0540561,"Kepler-673","Kepler-673",1,1,0,0.88,1.0606100
292.6585253,38.3455558,"Kepler-167","Kepler-167",2,4,0,0.78,2.8959300
291.4674540,50.7595597,"Kepler-889","Kepler-889",1,1,0,1.14,1.6427000
284.9030677,43.9540616,"Kepler-1235","Kepler-1235",1,1,0,0.93,1.8209400
294.5956256,45.8750556,"Kepler-1058","Kepler-1058",1,1,0,0.73,
295.4623336,40.7769335,"Kepler-1283","Kepler-1283",1,1,0,0.95,0.3145840
294.6679021,43.8532104,"Kepler-176","Kepler-176",1,4,0,0.79,1.8677700
290.6937988,48.7014417,"Kepler-1352","Kepler-1352",1,1,0,1.02,1.4618100
288.0955917,40.3659090,"Kepler-1279","Kepler-1279",1,1,0,1.05,0.6403810
297.8423073,46.5743595,"Kepler-32","Kepler-32",1,5,0,0.51,3.0594800
296.8136883,47.5265446,"Kepler-40","Kepler-40",1,1,0,1.42,0.4051180
285.6025889,50.1120401,"Kepler-968","Kepler-968",1,3,0,0.57,3.4155700
295.6513819,43.0297781,"Kepler-713","Kepler-713",1,1,0,1.01,0.8895720
291.3021458,47.6976573,"Kepler-273","Kepler-273",1,2,0,0.78,1.3720300
291.6346564,41.8338415,"Kepler-206","Kepler-206",1,3,0,0.98,1.6534000
281.4824731,47.2078263,"Kepler-102","Kepler-102",1,5,0,0.73,9.2478400
293.0846115,41.1354049,"Kepler-758","Kepler-758",1,4,0,1.26,0.6371630
289.6038379,46.3149097,"Kepler-856","Kepler-856",1,1,0,1.01,0.7116190
286.1501263,37.4113438,"Kepler-1299","Kepler-1299",1,1,0,0.83,0.6838210
284.7548499,44.9560500,"Kepler-214","Kepler-214",1,2,0,1.12,0.7986790
286.5436691,45.3048716,"Kepler-1616","Kepler-1616",1,1,0,1.18,0.8500170
285.3111845,47.8484775,"Kepler-129","Kepler-129",1,3,0,1.20,2.4173200
300.3323404,44.9861065,"Kepler-1518","Kepler-1518",1,2,0,1.06,1.0780800
289.7805393,49.8965624,"Kepler-154","Kepler-154",1,5,0,0.92,1.0639600
284.6579709,42.6526751,"Kepler-558","Kepler-558",1,1,0,0.86,1.4822700
296.9520797,43.2720233,"Kepler-932","Kepler-932",1,1,0,0.78,2.1190000
289.8429062,38.3096220,"Kepler-1979","Kepler-1979",1,1,0,1.03,0.9012210
295.4865821,51.0135237,"Kepler-450","Kepler-450",1,3,0,1.35,2.1644900
292.2367608,41.0858710,"Kepler-27","Kepler-27",1,3,0,0.98,0.9301430
290.6218844,51.0573453,"Kepler-391","Kepler-391",1,2,0,1.14,1.1216600
283.3684093,41.8218390,"Kepler-172","Kepler-172",1,4,0,0.90,1.1784600
283.7457695,48.3734690,"Kepler-1339","Kepler-1339",1,1,0,0.94,2.6679400
295.9513472,43.8519884,"Kepler-500","Kepler-500",1,1,0,1.12,1.2098300
294.9963415,50.4700458,"Kepler-485","Kepler-485",1,1,0,1.10,0.8478400
283.2535270,40.3582155,"Kepler-693","Kepler-693",2,1,0,0.72,0.8407650
285.2074210,45.3843330,"Kepler-1130","Kepler-1130",2,3,0,0.95,3.9818900
287.9565768,41.1302834,"Kepler-950","Kepler-950",1,1,0,0.87,0.4322790
281.4572217,46.7465538,"Kepler-960","Kepler-960",1,1,0,0.97,3.4809800
286.6041816,42.4403309,"Kepler-1301","Kepler-1301",1,1,0,0.88,1.1422100
282.3355387,42.8453417,"Kepler-1946","Kepler-1946",1,1,0,0.89,0.9701910
288.5308924,40.9423730,"Kepler-131","Kepler-131",1,2,0,1.07,4.3442500
295.4570818,50.0771838,"Kepler-1754","Kepler-1754",1,1,0,0.73,1.3634600
297.8414628,46.9676288,"Kepler-1259","Kepler-1259",1,1,0,0.87,1.2131000
294.1533505,46.1663976,"Kepler-67","Kepler-67",1,1,0,0.83,0.8579680
285.8537014,38.3840916,"Kepler-149","Kepler-149",1,3,0,0.93,1.7224400
286.9638856,37.8296147,"Kepler-575","Kepler-575",1,1,0,0.74,1.1423500
293.2541121,37.8461519,"Kepler-754","Kepler-754",1,1,0,0.98,0.5371990
295.5026730,43.2326992,"Kepler-1098","Kepler-1098",1,1,0,0.85,0.9246650
286.5747697,44.7951858,"Kepler-800","Kepler-800",1,1,0,0.91,0.9528610
297.0899590,41.3880686,"Kepler-203","Kepler-203",1,3,0,1.01,1.3932900
285.0648845,41.5548464,"Kepler-1366","Kepler-1366",1,1,0,0.65,2.1189600
297.7232008,47.1126833,"Kepler-1092","Kepler-1092",1,1,0,1.04,0.9905590
291.7262251,37.5289680,"Kepler-1798","Kepler-1798",1,1,0,0.57,2.5024000
292.5804200,46.0973588,"Kepler-256","Kepler-256",1,4,0,1.07,0.9457500
288.5735936,51.4727698,"Kepler-1563","Kepler-1563",1,1,0,0.97,
284.4334642,49.3051239,"KOI-351","KOI-351",1,8,0,0.97,1.1500700
284.4722473,39.9118890,"Kepler-1656","Kepler-1656",1,2,0,1.04,5.3511500
287.8578541,48.7739646,"Kepler-844","Kepler-844",1,1,0,0.57,2.2884800
282.0354942,43.6312491,"Kepler-961","Kepler-961",1,1,0,1.00,1.7124400
290.3926795,40.2849074,"Kepler-109","Kepler-109",1,2,0,1.01,2.0772800
285.1466220,39.3708055,"Kepler-1531","Kepler-1531",1,1,0,1.05,1.4718700
298.0676519,49.4125410,"Kepler-143","Kepler-143",1,2,0,0.99,1.2067000
271.3444007,-21.6737039,"HD 165131","HD 165131",1,1,0,1.06,17.3851000
288.5839761,44.7337701,"Kepler-190","Kepler-190",1,2,0,0.87,2.2785400
286.6895986,39.2120802,"Kepler-1655","Kepler-1655",1,1,0,1.12,4.6602800
283.2125621,45.3496992,"Kepler-62","Kepler-62",1,5,0,0.64,3.2947400
57.5962104,17.4752873,"HD 24040","HD 24040",1,2,0,1.03,21.4203000
288.1209339,47.9666141,"Kepler-195","Kepler-195",1,2,0,0.88,1.5049500
299.7854426,43.6707235,"Kepler-1091","Kepler-1091",1,1,0,0.81,1.0654200
295.4529704,50.5243764,"16 Cyg","HIP 96895",3,1,0,1.04,47.2771000
287.0544674,45.1803351,"Kepler-834","Kepler-834",1,1,0,0.48,1.5497800
282.3947017,48.7591334,"Kepler-380","Kepler-380",1,2,0,0.99,1.2003000
289.4858423,50.9441967,"Kepler-1213","Kepler-1213",1,1,0,1.00,1.2090500
155.5433193,41.2289354,"HD 89744","HD 89744",2,1,0,1.21,25.8537000
297.9447714,42.1918449,"Kepler-1383","Kepler-1383",1,1,0,0.93,0.9452450
297.0281620,48.2086019,"Kepler-107","Kepler-107",1,4,0,1.11,1.8724900
285.4391183,43.1685051,"Kepler-211","Kepler-211",1,2,0,0.94,3.2037200
288.2341025,40.5208970,"Kepler-150","Kepler-150",1,5,0,0.96,1.0936200
283.3360156,47.1744499,"Kepler-1388","Kepler-1388",1,4,0,0.60,2.1754900
292.5305460,42.2145765,"Kepler-1918","Kepler-1918",1,1,0,0.97,0.9430040
296.1512831,50.0957806,"Kepler-181","Kepler-181",1,2,0,0.84,1.6126700
298.6249797,48.5774500,"Kepler-424","Kepler-424",1,2,0,0.89,1.4027700
288.7669819,46.3944497,"Kepler-1392","Kepler-1392",1,1,0,0.88,
288.9716297,44.6246451,"Kepler-953","Kepler-953",1,2,0,1.09,
294.0826970,39.5560655,"Kepler-1623","Kepler-1623",1,1,0,1.00,1.1656200
288.5839761,44.7337701,"Kepler-190","Kepler-190",1,2,0,0.86,2.2785400
288.8314251,47.5519753,"Kepler-1371","Kepler-1371",1,2,0,0.87,1.9117900
286.7167120,47.4256580,"Kepler-1146","Kepler-1146",1,1,0,0.84,1.3942700
290.8490899,48.4159782,"Kepler-619","Kepler-619",1,3,0,1.04,1.0816200
297.2089078,41.7816450,"Kepler-797","Kepler-797",1,1,0,0.82,0.7319860
291.1118647,39.9490248,"Kepler-122","Kepler-122",1,5,0,1.03,0.9446640
291.0571451,44.6323060,"Kepler-607","Kepler-607",1,2,0,0.81,1.8976300
125.7079153,1.8591088,"HD 70573","HD 70573",1,1,0,0.90,16.8683000
289.3520595,46.9736345,"Kepler-1022","Kepler-1022",1,1,0,0.57,2.3523400
288.5735936,51.4727698,"Kepler-1563","Kepler-1563",1,1,0,1.00,
278.3688659,-11.6370481,"BD-11 4672","BD-11 4672",1,2,0,0.65,36.7812000
54.9281897,-52.9162344,"HD 23079","HD 23079",1,1,0,1.05,29.8583000
293.3116962,46.0416516,"Kepler-1399","Kepler-1399",1,1,0,0.97,0.6935430
290.9144516,42.2865522,"Kepler-1120","Kepler-1120",1,1,0,0.78,1.5968800
293.5275797,41.1113940,"Kepler-1333","Kepler-1333",1,1,0,0.94,1.0450100
288.7718287,42.2131694,"Kepler-1262","Kepler-1262",1,1,0,0.99,0.9196130
294.2944830,50.7253850,"Kepler-1343","Kepler-1343",1,1,0,0.95,0.5404010
285.3111845,47.8484775,"Kepler-129","Kepler-129",1,3,0,1.07,2.4173200
290.0679940,46.5791535,"Kepler-739","Kepler-739",1,1,0,0.93,0.7009830
290.4376111,48.7918597,"Kepler-570","Kepler-570",1,1,0,0.84,1.7313000
289.7861626,46.8588176,"Kepler-148","Kepler-148",1,3,0,0.88,1.2354500
293.1444017,46.6662155,"Kepler-1044","Kepler-1044",1,1,0,1.10,0.7534900
295.4980737,38.6444499,"Kepler-1487","Kepler-1487",1,2,0,1.03,0.9570920
287.0570731,49.0460112,"Kepler-846","Kepler-846",1,1,0,0.94,0.8588340
292.1710683,40.9162381,"Kepler-370","Kepler-370",1,2,0,0.97,0.8280580
283.2555070,48.3552474,"Kepler-101","Kepler-101",1,2,0,1.17,1.0488400
278.8294172,45.7456038,"GJ 720","GJ 720 A",2,1,0,0.58,64.2488000
294.3262617,47.2175461,"Kepler-941","Kepler-941",1,1,0,0.89,0.8909340
296.5662171,44.1058077,"Kepler-251","Kepler-251",1,4,0,0.94,1.0537600
286.1103053,43.6809612,"Kepler-412","Kepler-412",1,1,0,1.18,0.8918090
297.3750954,46.6622201,"Kepler-1233","Kepler-1233",1,1,0,1.19,0.8204190
291.3908469,48.0655392,"Kepler-285","Kepler-285",1,2,0,0.90,1.1846000
292.5798564,37.3762616,"Kepler-1624","Kepler-1624",1,1,0,0.17,3.8332300
284.7548499,44.9560500,"Kepler-214","Kepler-214",1,2,0,1.04,0.7986790
295.7661979,42.4242822,"Kepler-292","Kepler-292",1,5,0,0.92,0.9197710
296.1961550,45.6343124,"Kepler-1497","Kepler-1497",1,1,0,1.00,
292.5804200,46.0973588,"Kepler-256","Kepler-256",1,4,0,0.95,0.9457500
282.9455384,47.5749181,"Kepler-511","Kepler-511",1,2,0,1.12,1.5052000
224.2016850,74.9009379,"8 UMi","8 UMi",1,1,0,1.80,6.1230400
293.1465698,47.7297053,"Kepler-284","Kepler-284",1,2,0,,0.9409240
288.1639687,42.4810124,"Kepler-1597","Kepler-1597",1,1,0,1.20,0.7901570
297.0255947,48.4785669,"Kepler-665","Kepler-665",1,1,0,0.79,1.6036600
285.3913092,46.1809293,"Kepler-736","Kepler-736",1,1,0,0.91,0.9664260
294.0684116,46.5791357,"Kepler-258","Kepler-258",1,2,0,0.83,1.7076600
292.6780488,46.7266813,"Kepler-342","Kepler-342",1,4,0,1.20,1.2506400
290.4867838,44.9325410,"Kepler-1055","Kepler-1055",1,1,0,1.01,2.5392300
285.1427113,49.8006565,"Kepler-1214","Kepler-1214",1,1,0,0.79,1.3429500
299.8211502,43.8142793,"Kepler-462","Kepler-462",1,2,0,1.35,1.6479800
293.8241813,42.7796480,"Kepler-417","Kepler-417",1,2,0,0.90,1.0005300
284.6772402,44.7976401,"Kepler-282","Kepler-282",1,4,0,0.97,0.7189240
281.1117588,42.4549698,"Kepler-1105","Kepler-1105",1,1,0,,3.1159300
290.3484956,50.9028387,"Kepler-1166","Kepler-1166",1,1,0,0.93,1.5463300
292.3885820,42.2332767,"Kepler-1313","Kepler-1313",1,1,0,,5.7106000
291.2789549,47.6875766,"Kepler-1284","Kepler-1284",1,1,0,,1.1051700
291.3021458,47.6976573,"Kepler-273","Kepler-273",1,2,0,0.78,1.3720300
293.0844515,48.5753645,"Kepler-850","Kepler-850",1,1,0,1.06,0.5733280
286.7156676,48.6452552,"Kepler-1270","Kepler-1270",1,1,0,1.32,0.8843130
288.3278778,47.3815380,"Kepler-656","Kepler-656",1,2,0,1.05,1.0947200
295.5594278,40.2362490,"Kepler-199","Kepler-199",1,2,0,0.98,1.8904000
257.8161940,-56.6810380,"HD 154857","HD 154857",1,2,0,,15.7321000
288.2341025,40.5208970,"Kepler-150","Kepler-150",1,5,0,0.90,1.0936200
282.1113206,42.3545514,"Kepler-583","Kepler-583",1,1,0,1.03,1.1243100
290.9576363,49.2037262,"Kepler-845","Kepler-845",1,1,0,0.75,2.2911100
299.5618676,43.5035173,"Kepler-718","Kepler-718",1,1,0,1.14,0.7401220
293.8506230,38.3977379,"Kepler-1592","Kepler-1592",1,1,0,1.18,0.5821080
292.2866565,42.0725948,"Kepler-1559","Kepler-1559",1,1,0,0.86,1.5980500
298.1147862,48.4943834,"Kepler-919","Kepler-919",1,1,0,1.02,0.8650980
290.4950939,38.7954956,"Kepler-135","Kepler-135",1,2,0,,1.5798000
294.7739245,43.0561976,"Kepler-54","Kepler-54",1,3,0,0.56,3.6522800
300.4882018,44.4606698,"Kepler-1593","Kepler-1593",1,1,0,0.49,1.5388600
294.3363936,44.9182296,"Kepler-1396","Kepler-1396",1,1,0,1.09,0.9090950
298.6624419,48.2488659,"Kepler-1390","Kepler-1390",1,1,0,0.94,1.3537300
294.7739245,43.0561976,"Kepler-54","Kepler-54",1,3,0,0.48,3.6522800
299.1362435,45.8699582,"Kepler-382","Kepler-382",1,2,0,0.79,1.0407000
290.5104788,41.2447430,"Kepler-265","Kepler-265",1,4,0,0.88,0.7528950
294.0826970,39.5560655,"Kepler-1623","Kepler-1623",1,1,0,,1.1656200
73.9096193,-23.2413163,"HD 31527","HD 31527",1,3,0,,25.9807000
285.9307362,39.0981201,"Kepler-495","Kepler-495",1,2,0,0.77,1.4889600
291.2756631,47.3295107,"Kepler-762","Kepler-762",1,1,0,,0.4976000
287.9455985,39.2305281,"Kepler-1139","Kepler-1139",1,1,0,0.88,1.9908500
290.6761874,48.2942362,"Kepler-286","Kepler-286",1,4,0,1.00,0.7894650
294.4556567,46.7435353,"Kepler-1562","Kepler-1562",1,1,0,1.02,0.4564470
282.2130447,46.7177898,"Kepler-653","Kepler-653",1,2,0,1.06,1.6500000
291.2250888,44.9272918,"KOI-1257","KOI-1257",2,1,0,0.78,
292.3159795,42.6262429,"Kepler-604","Kepler-604",1,1,0,1.04,0.9456460
110.7353308,67.2526565,"Gaia-2","Gaia-2",1,1,0,1.02,4.7506600
297.0454037,46.3286653,"KIC 9663113","KIC 9663113",1,2,0,1.13,0.5984860
288.3701976,43.3546109,"Kepler-402","Kepler-402",1,4,0,1.14,1.5704100
291.1950900,40.7027352,"Kepler-634","Kepler-634",1,1,0,0.96,1.0973400
285.2138190,39.0274660,"Kepler-686","Kepler-686",1,1,0,0.94,0.6420820
292.6780488,46.7266813,"Kepler-342","Kepler-342",1,4,0,1.20,1.2506400
295.2872318,41.2220033,"Kepler-487","Kepler-487",1,3,0,0.90,1.1183200
285.3471620,41.7618450,"Kepler-204","Kepler-204",1,2,0,0.99,1.4273700
284.6162253,49.1907438,"Kepler-921","Kepler-921",1,1,0,1.01,1.0414300
292.1504723,39.6375254,"Kepler-625","Kepler-625",1,2,0,1.17,1.2858700
296.0071956,44.8535698,"Kepler-806","Kepler-806",1,1,0,0.91,2.7345300
287.0394932,46.6401677,"Kepler-59","Kepler-59",1,2,0,1.07,0.8308590
298.9368228,44.8578644,"Kepler-463","Kepler-463",1,1,0,0.87,2.5042500
289.0330532,40.0869182,"Kepler-1300","Kepler-1300",1,1,0,1.05,1.2584800
293.8813592,46.8388172,"Kepler-1557","Kepler-1557",1,1,0,1.09,0.6961060
285.1828685,43.8310283,"Kepler-381","Kepler-381",1,3,0,1.27,3.7120500
292.6422963,44.0876251,"Kepler-327","Kepler-327",1,3,0,0.51,4.1037200
282.3919451,43.8894167,"Kepler-139","Kepler-139",1,4,0,0.98,2.5287400
288.8119782,39.7706431,"Kepler-319","Kepler-319",1,3,0,1.35,1.9576100
291.1495269,40.4204569,"Kepler-694","Kepler-694",1,1,0,0.94,0.9493660
