pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"Kepler-1266 b","Kepler-1266",,,285.8693277,42.7279996,849.3120000
"Kepler-1266 b","Kepler-1266",,2.640,285.8693277,42.7279996,849.3120000
"Kepler-1266 b","Kepler-1266",,2.610,285.8693277,42.7279996,849.3120000
"Kepler-1946 b","Kepler-1946",,3163.540,282.3355387,42.8453417,1002.1200000
"Kepler-1780 b","Kepler-1780",,3.210,294.0839282,42.8095104,790.5160000
"Kepler-1718 b","Kepler-1718",,2.500,292.2349191,42.9094618,375.5220000
"Kepler-1884 b","Kepler-1884",,1.814,296.7463986,43.0454207,1443.0900000
"Kepler-1713 b","Kepler-1713",,,287.3456737,43.3783894,295.2930000
"Kepler-1882 b","Kepler-1882",,1.970,290.6640856,43.4997866,443.3710000
"Kepler-1882 b","Kepler-1882",,1.487,290.6640856,43.4997866,443.3710000
"Kepler-1769 b","Kepler-1769",,3.350,294.7433755,43.4611633,438.4120000
"Kepler-1967 b","Kepler-1967",,1.850,299.1376276,43.4984724,249.1020000
"Kepler-1676 b","Kepler-1676",,2.100,287.2368778,43.5671665,
"Kepler-1868 b","Kepler-1868",,,293.2983733,43.5558025,274.1800000
"Kepler-1874 b","Kepler-1874",,2.690,286.3718158,43.6920810,408.0070000
"Kepler-1709 b","Kepler-1709",,,283.3748873,43.7883708,273.9460000
"Kepler-1778 b","Kepler-1778",,2.920,287.3612976,43.7388000,1276.2900000
"Kepler-381 b","Kepler-381",,,285.1828685,43.8310283,267.3230000
"Kepler-381 c","Kepler-381",,1.580,285.1828685,43.8310283,267.3230000
"Kepler-1311 d","Kepler-1311",,7.220,289.6512597,43.8244445,866.3310000
"Kepler-1311 d","Kepler-1311",,7.220,289.6512597,43.8244445,866.3310000
"Kepler-462 c","Kepler-462",,4.520,299.8211502,43.8142793,596.6250000
"Kepler-462 b","Kepler-462",,3.770,299.8211502,43.8142793,596.6250000
"Kepler-1815 b","Kepler-1815",,,300.1704720,43.9849048,1006.6300000
"Kepler-1038 c","Kepler-1038",,1.170,298.9721472,44.1323499,584.1360000
"Kepler-1802 c","Kepler-1802",,,300.2420869,44.1412854,636.6940000
"Kepler-1683 b","Kepler-1683",,1.700,298.4501035,44.2840193,733.1430000
"Kepler-1915 b","Kepler-1915",,,301.2786852,44.2505116,1514.6600000
"Kepler-1900 b","Kepler-1900",,1.623,291.8863206,44.4790319,1540.4300000
"Kepler-647 b","Kepler-647",,1.641,284.7882977,44.5916225,1087.8700000
"Kepler-647 c","Kepler-647",,,284.7882977,44.5916225,1087.8700000
"Kepler-1090 b","Kepler-1090",,,295.6629002,44.5258237,858.7700000
"Kepler-1090 c","Kepler-1090",,3.080,295.6629002,44.5258237,858.7700000
"Kepler-1090 b","Kepler-1090",,2.789,295.6629002,44.5258237,858.7700000
"Kepler-607 c","Kepler-607",,2.290,291.0571451,44.6323060,519.1220000
"Kepler-1784 b","Kepler-1784",,,297.9541684,44.6674491,883.0450000
"Kepler-1953 b","Kepler-1953",,,287.9680995,46.4705959,605.6310000
"Kepler-1695 b","Kepler-1695",,1.030,293.6193001,46.4134015,791.1750000
"Kepler-1753 b","Kepler-1753",,,288.2366640,46.6058744,707.6880000
"Kepler-1858 b","Kepler-1858",,,292.3074315,46.6265790,833.0550000
"Kepler-1766 b","Kepler-1766",,,294.2772343,46.6752351,501.2290000
"Kepler-1766 b","Kepler-1766",,1.890,294.2772343,46.6752351,501.2290000
"Kepler-1766 b","Kepler-1766",,1.880,294.2772343,46.6752351,501.2290000
"Kepler-1766 b","Kepler-1766",,2.290,294.2772343,46.6752351,501.2290000
"Kepler-1321 c","Kepler-1321",,3.260,294.5285970,46.6408737,769.1460000
"Kepler-1321 b","Kepler-1321",,5.814,294.5285970,46.6408737,769.1460000
"Kepler-1321 c","Kepler-1321",,2.100,294.5285970,46.6408737,769.1460000
"Kepler-1321 c","Kepler-1321",,2.400,294.5285970,46.6408737,769.1460000
"Kepler-1321 c","Kepler-1321",,3.028,294.5285970,46.6408737,769.1460000
"Kepler-763 b","Kepler-763",,1.020,292.1445534,47.1573604,962.4590000
"Kepler-1877 b","Kepler-1877",,,294.8669240,46.7904816,285.3120000
"Kepler-616 c","Kepler-616",,3.370,294.9891370,46.8383058,945.7750000
"Kepler-616 c","Kepler-616",,3.960,294.9891370,46.8383058,945.7750000
"Kepler-616 b","Kepler-616",,2.430,294.9891370,46.8383058,945.7750000
"Kepler-616 c","Kepler-616",,3.410,294.9891370,46.8383058,945.7750000
"Kepler-616 c","Kepler-616",,,294.9891370,46.8383058,945.7750000
"Kepler-1819 b","Kepler-1819",,27.450,296.5600307,46.8574644,1363.1900000
"Kepler-1819 b","Kepler-1819",,78.510,296.5600307,46.8574644,1363.1900000
"Kepler-1819 b","Kepler-1819",,10.400,296.5600307,46.8574644,1363.1900000
"HD 124330 b","HD 124330",,,212.8207093,54.4089731,60.1977000
"HD 331093 b","HD 331093",,,295.6200054,31.7395451,50.1928000
"Kepler-1720 b","Kepler-1720",,3.216,296.8086813,47.1718557,629.4450000
"HD 156668 b","HD 156668",,,259.4183491,29.2281610,24.3323000
"HD 156668 b","HD 156668",,,259.4183491,29.2281610,24.3323000
"HD 164922 c","HD 164922",,,270.6304652,26.3104077,22.0016000
"HD 164922 d","HD 164922",,,270.6304652,26.3104077,22.0016000
"HD 164922 b","HD 164922",,,270.6304652,26.3104077,22.0016000
"HD 168009 b","HD 168009",,,273.8847918,45.2088229,23.3032000
"HD 171238 b","HD 171238",2796.88998,,278.6818389,-28.0727849,44.8113000
"GJ 740 b","GJ 740",,,284.4997178,5.9028670,11.1017000
"Kepler-1907 b","Kepler-1907",,,280.7085829,47.3279236,292.1110000
"Kepler-1907 b","Kepler-1907",,0.880,280.7085829,47.3279236,292.1110000
"Kepler-1907 b","Kepler-1907",,0.870,280.7085829,47.3279236,292.1110000
"Kepler-1907 c","Kepler-1907",,9.050,280.7085829,47.3279236,292.1110000
"Kepler-1731 b","Kepler-1731",,,291.2544229,36.7434302,169.9480000
"Kepler-1731 b","Kepler-1731",,2.480,291.2544229,36.7434302,169.9480000
"Kepler-1885 b","Kepler-1885",,23.180,288.7507112,47.4909206,818.4820000
"Kepler-1757 b","Kepler-1757",,2.947,297.7397823,46.9418957,807.3080000
"Kepler-1757 b","Kepler-1757",,,297.7397823,46.9418957,807.3080000
"Kepler-1735 b","Kepler-1735",,0.900,281.0503476,47.1882005,245.3030000
"Kepler-1720 b","Kepler-1720",,2.750,296.8086813,47.1718557,629.4450000
"Kepler-1720 b","Kepler-1720",,3.170,296.8086813,47.1718557,629.4450000
"Kepler-1907 c","Kepler-1907",,2.900,280.7085829,47.3279236,292.1110000
"Kepler-1784 b","Kepler-1784",,2.200,297.9541684,44.6674491,883.0450000
"Kepler-1804 b","Kepler-1804",,,301.3428675,44.6721750,434.4560000
"Kepler-1887 b","Kepler-1887",,,288.9555263,44.7057070,1366.1800000
"Kepler-1887 b","Kepler-1887",,2.500,288.9555263,44.7057070,1366.1800000
"Kepler-1913 b","Kepler-1913",,1.519,290.2166890,44.7795863,876.3000000
"Kepler-1768 b","Kepler-1768",,,299.9572335,44.7718851,632.7660000
"Kepler-799 c","Kepler-799",,1.920,287.1748966,44.8784754,
"Kepler-1742 b","Kepler-1742",,1.950,286.9668086,44.9924315,669.5730000
"Kepler-1742 b","Kepler-1742",,1.880,286.9668086,44.9924315,669.5730000
"Kepler-1881 b","Kepler-1881",,,293.6393065,44.9825447,1057.2100000
"Kepler-1067 c","Kepler-1067",,1.747,285.3873706,45.0490265,667.6930000
"Kepler-1067 c","Kepler-1067",,1.330,285.3873706,45.0490265,667.6930000
"Kepler-1067 c","Kepler-1067",,1.330,285.3873706,45.0490265,667.6930000
"Kepler-1067 c","Kepler-1067",,,285.3873706,45.0490265,667.6930000
"Kepler-1721 b","Kepler-1721",,2.570,283.5441984,45.2256548,641.3740000
"Kepler-1721 b","Kepler-1721",,2.570,283.5441984,45.2256548,641.3740000
"Kepler-1940 b","Kepler-1940",,1.547,291.2042027,45.2383344,798.5950000
"Kepler-1901 b","Kepler-1901",,1.390,291.1643587,45.3183061,1028.3700000
"Kepler-1968 b","Kepler-1968",,1.420,291.5080318,45.3700933,750.9300000
"Kepler-1968 b","Kepler-1968",,1.420,291.5080318,45.3700933,750.9300000
"Kepler-1833 b","Kepler-1833",,1.300,290.8714239,45.4102813,591.6020000
"Kepler-1322 c","Kepler-1322",,,293.2045009,45.4353919,1350.3200000
"Kepler-1322 b","Kepler-1322",,,293.2045009,45.4353919,1350.3200000
"Kepler-311 c","Kepler-311",,1.480,282.0612731,47.0854984,778.6540000
"Kepler-1748 b","Kepler-1748",,2.710,285.9678970,45.7390789,1083.2800000
"Kepler-1794 b","Kepler-1794",,,300.6196594,45.7888068,561.2290000
"Kepler-1797 b","Kepler-1797",,2.500,292.4642406,45.9682799,1338.4900000
"Kepler-1790 b","Kepler-1790",,1.970,294.5668577,46.0757312,1070.1700000
"Kepler-1315 c","Kepler-1315",,1.720,295.8215678,46.0530562,480.8690000
"Kepler-352 b","Kepler-352",,,299.8966237,46.0519022,252.7330000
"Kepler-352 c","Kepler-352",,1.250,299.8966237,46.0519022,252.7330000
"Kepler-352 b","Kepler-352",,,299.8966237,46.0519022,252.7330000
"Kepler-352 b","Kepler-352",,0.920,299.8966237,46.0519022,252.7330000
"Kepler-1085 b","Kepler-1085",,,287.4776359,46.1411685,1364.5300000
"Kepler-1912 b","Kepler-1912",,1.860,282.1178211,46.2239547,297.0170000
"Kepler-1714 b","Kepler-1714",,,293.7164655,46.2266878,409.4600000
"Kepler-1666 c","Kepler-1666",,2.700,297.9516071,46.2647024,1379.3700000
"Kepler-1953 b","Kepler-1953",,1.110,287.9680995,46.4705959,605.6310000
"Kepler-1695 b","Kepler-1695",,1.030,293.6193001,46.4134015,791.1750000
"Kepler-1695 b","Kepler-1695",,1.030,293.6193001,46.4134015,791.1750000
"Kepler-1753 b","Kepler-1753",,2.270,288.2366640,46.6058744,707.6880000
"Kepler-1858 b","Kepler-1858",,,292.3074315,46.6265790,833.0550000
"Kepler-1321 c","Kepler-1321",,3.100,294.5285970,46.6408737,769.1460000
"Kepler-1321 d","Kepler-1321",,2.700,294.5285970,46.6408737,769.1460000
"Kepler-1960 b","Kepler-1960",,0.970,294.6969361,46.7202043,1527.5600000
"HD 95735 c","GJ 411",,,165.8344710,35.9723170,5.6757730
"HD 164922 e","HD 164922",,,270.6304652,26.3104077,22.0016000
"HD 164922 b","HD 164922",,,270.6304652,26.3104077,22.0016000
"HD 216520 c","HD 216520",,,341.8768719,83.6975307,19.5520000
"GJ 887 b","GJ 887",,,346.4668274,-35.8530693,3.2900000
"Kepler-783 b","Kepler-783",,,291.0628615,47.4847890,516.0900000
"Kepler-783 b","Kepler-783",,,291.0628615,47.4847890,516.0900000
"Kepler-783 c","Kepler-783",,2.550,291.0628615,47.4847890,516.0900000
"Kepler-1885 b","Kepler-1885",,23.180,288.7507112,47.4909206,818.4820000
"Kepler-511 b","Kepler-511",,7.180,282.9455384,47.5749181,651.9990000
"Kepler-511 c","Kepler-511",,,282.9455384,47.5749181,651.9990000
"Kepler-1739 b","Kepler-1739",,1.900,296.2320536,47.6788626,783.6660000
"Kepler-589 c","Kepler-589",,1.117,280.6414331,47.7520581,612.8030000
"Kepler-1948 b","Kepler-1948",,0.700,287.3640804,47.7853043,193.9030000
"Kepler-529 c","Kepler-529",,,285.8884067,47.8803640,799.0080000
"Kepler-529 b","Kepler-529",,1.860,285.8884067,47.8803640,799.0080000
"Kepler-1724 b","Kepler-1724",,,296.1207272,47.9214736,1060.7700000
"Kepler-1530 b","Kepler-1530",,1.581,288.1624396,48.1651530,489.8760000
"Kepler-1530 c","Kepler-1530",,2.400,288.1624396,48.1651530,489.8760000
"Kepler-1693 b","Kepler-1693",,1.120,290.2015581,48.1857799,760.0650000
"Kepler-1820 b","Kepler-1820",,2.400,296.7127400,48.2722828,1425.3900000
"Kepler-1813 b","Kepler-1813",,1.420,292.2399069,48.5115214,
"Kepler-1750 b","Kepler-1750",,4.800,292.3514917,48.5110714,1497.3300000
"Kepler-1001 b","Kepler-1001",,3.050,286.2739151,48.6186972,928.9780000
"Kepler-1001 c","Kepler-1001",,1.550,286.2739151,48.6186972,928.9780000
"Kepler-1673 b","Kepler-1673",,2.620,285.6671724,48.7195865,727.1870000
"Kepler-1673 b","Kepler-1673",,2.500,285.6671724,48.7195865,727.1870000
"Kepler-1760 b","Kepler-1760",,1.830,284.1326058,48.8251452,
"Kepler-1663 b","Kepler-1663",,2.630,290.4015156,48.8227234,337.9260000
"Kepler-1699 b","Kepler-1699",,,292.1373281,48.9171579,818.7590000
"Kepler-1664 b","Kepler-1664",,2.540,286.8527157,49.2616668,626.6910000
"Kepler-1862 b","Kepler-1862",,2.200,296.7533555,49.3780726,1232.1900000
"Kepler-1862 b","Kepler-1862",,,296.7533555,49.3780726,1232.1900000
"Kepler-1969 b","Kepler-1969",,,294.7842662,49.4920557,1204.5400000
"Kepler-1717 b","Kepler-1717",,2.860,295.2126472,49.5621600,1008.7900000
"Kepler-1831 b","Kepler-1831",,,295.3024604,49.5890456,1053.4900000
"Kepler-534 b","Kepler-534",,2.240,296.4185696,49.5401480,570.6590000
"Kepler-534 b","Kepler-534",,,296.4185696,49.5401480,570.6590000
"Kepler-1751 b","Kepler-1751",,1.560,284.8465476,49.6923412,1291.4700000
"KOI-984 b","KOI-984",,2.780,291.0489438,36.8400772,252.6670000
"Kepler-1861 b","Kepler-1861",,,295.8465148,49.9361586,829.9850000
"Kepler-1839 b","Kepler-1839",,1.949,294.2244432,50.0755761,1136.6000000
"Kepler-1754 b","Kepler-1754",,,295.4570818,50.0771838,718.9450000
"Kepler-1875 b","Kepler-1875",,1.880,296.7727406,50.1883667,1660.4500000
"Kepler-385 b","Kepler-385",,,294.3385109,50.3365178,1432.6100000
"Kepler-385 b","Kepler-385",,2.730,294.3385109,50.3365178,1432.6100000
"Kepler-204 c","Kepler-204",,1.474,285.3471620,41.7618450,686.7230000
"Kepler-1324 b","Kepler-1324",,,291.1849503,40.3112023,481.6670000
"Kepler-1324 b","Kepler-1324",,,291.1849503,40.3112023,481.6670000
"Kepler-366 c","Kepler-366",,1.870,296.8520316,49.0844359,1856.2800000
"HATS-37 A b","HATS-37 A",31.46517,6.793,199.8018300,-22.9868431,211.8960000
"Kepler-1738 b","Kepler-1738",,2.330,296.1313474,47.4388098,1302.8700000
"Kepler-1737 b","Kepler-1737",,4.200,297.0148111,47.4864170,
"Kepler-1737 b","Kepler-1737",,5.410,297.0148111,47.4864170,
"Kepler-1737 b","Kepler-1737",,5.410,297.0148111,47.4864170,
"Kepler-1737 b","Kepler-1737",,,297.0148111,47.4864170,
"Kepler-1737 b","Kepler-1737",,5.410,297.0148111,47.4864170,
"Kepler-511 c","Kepler-511",,2.190,282.9455384,47.5749181,651.9990000
"Kepler-511 c","Kepler-511",,2.940,282.9455384,47.5749181,651.9990000
"Kepler-511 c","Kepler-511",,3.130,282.9455384,47.5749181,651.9990000
"Kepler-1785 b","Kepler-1785",,3.720,295.7921797,47.6000699,745.7400000
"Kepler-1739 b","Kepler-1739",,2.431,296.2320536,47.6788626,783.6660000
"Kepler-589 b","Kepler-589",,,280.6414331,47.7520581,612.8030000
"Kepler-589 b","Kepler-589",,2.950,280.6414331,47.7520581,612.8030000
"Kepler-589 b","Kepler-589",,2.400,280.6414331,47.7520581,612.8030000
"Kepler-1948 b","Kepler-1948",,,287.3640804,47.7853043,193.9030000
"Kepler-1948 b","Kepler-1948",,0.700,287.3640804,47.7853043,193.9030000
"Kepler-529 b","Kepler-529",,,285.8884067,47.8803640,799.0080000
"Kepler-529 d","Kepler-529",,1.610,285.8884067,47.8803640,799.0080000
"Kepler-529 c","Kepler-529",,1.570,285.8884067,47.8803640,799.0080000
"Kepler-529 c","Kepler-529",,1.570,285.8884067,47.8803640,799.0080000
"Kepler-529 d","Kepler-529",,,285.8884067,47.8803640,799.0080000
"Kepler-1724 b","Kepler-1724",,2.480,296.1207272,47.9214736,1060.7700000
"Kepler-1530 d","Kepler-1530",,4.900,288.1624396,48.1651530,489.8760000
"Kepler-1530 b","Kepler-1530",,1.640,288.1624396,48.1651530,489.8760000
"Kepler-1530 c","Kepler-1530",,,288.1624396,48.1651530,489.8760000
"Kepler-1530 c","Kepler-1530",,1.650,288.1624396,48.1651530,489.8760000
"Kepler-595 b","Kepler-595",,,294.5703593,50.6730147,643.0090000
"Kepler-394 b","Kepler-394",,1.720,296.3019792,50.6723115,1058.7200000
"Kepler-1687 b","Kepler-1687",,1.340,289.7428363,50.7870626,417.0140000
"Kepler-1687 b","Kepler-1687",,1.150,289.7428363,50.7870626,417.0140000
"Kepler-1856 b","Kepler-1856",,1.220,295.9091695,51.3478777,848.7600000
"Kepler-1854 b","Kepler-1854",,1.280,286.2859300,37.3869915,423.3480000
"HD 3765 b","HD 3765",,,10.2072994,40.1842918,17.9260000
"HD 24040 c","HD 24040",,,57.5962104,17.4752873,46.6224000
"HD 24040 b","HD 24040",,,57.5962104,17.4752873,46.6224000
"HD 29021 b","HD 29021",,,69.4681379,60.6762985,30.9939000
"GJ 480 b","GJ 480",,,189.7134226,11.6950708,14.2358000
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A",4131.79000,,15.8992489,-55.2658291,
"Kepler-1798 b","Kepler-1798",,,291.7262251,37.5289680,395.1960000
"Kepler-1514 c","Kepler-1514",,,292.6274943,37.8601653,397.2920000
"Kepler-1899 b","Kepler-1899",,,292.0333777,37.9744551,711.5090000
"Kepler-1922 b","Kepler-1922",,1.470,292.3303706,37.9970696,1344.2900000
"Kepler-1810 b","Kepler-1810",,3.918,291.8129995,38.0880964,1009.8700000
"Kepler-1845 b","Kepler-1845",,,292.9016226,38.2970320,710.7240000
"Kepler-1073 d","Kepler-1073",,1.480,294.1527259,38.2330886,809.8970000
"Kepler-1073 c","Kepler-1073",,,294.1527259,38.2330886,809.8970000
"Kepler-1073 d","Kepler-1073",,1.160,294.1527259,38.2330886,809.8970000
"Kepler-418 b","Kepler-418",,9.880,294.4335228,38.3554729,1002.5300000
"Kepler-418 b","Kepler-418",,9.992,294.4335228,38.3554729,1002.5300000
"Kepler-418 b","Kepler-418",,9.700,294.4335228,38.3554729,1002.5300000
"Kepler-1871 b","Kepler-1871",,2.422,292.4275044,38.4728824,854.6230000
"Kepler-1928 b","Kepler-1928",,2.146,290.4406294,38.5235721,326.3620000
"Kepler-1786 b","Kepler-1786",,2.630,292.5877743,38.5219827,863.9090000
"Kepler-1786 b","Kepler-1786",,2.630,292.5877743,38.5219827,863.9090000
"Kepler-1914 b","Kepler-1914",,2.760,291.4314024,38.6543635,1621.5600000
"Kepler-1914 b","Kepler-1914",,2.420,291.4314024,38.6543635,1621.5600000
"Kepler-1689 b","Kepler-1689",,0.840,291.5741663,38.6559433,294.1220000
"Kepler-1600 b","Kepler-1600",,3.150,291.3993802,38.7877563,1030.8100000
"Kepler-1679 b","Kepler-1679",,2.200,293.9005786,50.4270507,909.2800000
"Kepler-1883 b","Kepler-1883",,3.160,291.9225570,42.0025220,1377.6100000
"Kepler-1910 b","Kepler-1910",,0.990,296.6171677,41.2811677,
"Kepler-1915 b","Kepler-1915",,3.780,301.2786852,44.2505116,1514.6600000
"Kepler-1786 b","Kepler-1786",,,292.5877743,38.5219827,863.9090000
"Kepler-1818 b","Kepler-1818",,1.480,284.3284866,40.5688741,1034.5900000
"Kepler-1714 b","Kepler-1714",,,293.7164655,46.2266878,409.4600000
"Kepler-1759 b","Kepler-1759",,,298.4656275,48.5593334,385.3480000
"HD 211403 b","HD 211403",,,333.8158177,58.2755601,83.0919000
"Kepler-1699 b","Kepler-1699",,1.410,292.1373281,48.9171579,818.7590000
"Kepler-1782 b","Kepler-1782",,2.670,280.9261620,44.0878036,305.7920000
"Kepler-394 c","Kepler-394",,1.810,296.3019792,50.6723115,1058.7200000
"Kepler-1915 b","Kepler-1915",,3.150,301.2786852,44.2505116,1514.6600000
"Kepler-27 c","Kepler-27",,7.240,292.2367608,41.0858710,1044.3600000
"Kepler-1693 c","Kepler-1693",,0.977,290.2015581,48.1857799,760.0650000
"Kepler-529 c","Kepler-529",,,285.8884067,47.8803640,799.0080000
"Kepler-1311 d","Kepler-1311",,,289.6512597,43.8244445,866.3310000
"Kepler-1714 b","Kepler-1714",,3.120,293.7164655,46.2266878,409.4600000
"Kepler-1736 b","Kepler-1736",,2.140,289.7766991,38.2622374,1430.0000000
"Kepler-1698 b","Kepler-1698",,180.720,293.3450181,39.2577469,222.3450000
"Kepler-1696 b","Kepler-1696",,,295.5761011,42.0233639,1506.3600000
"Kepler-1864 b","Kepler-1864",,0.610,289.6867653,41.5889178,298.8940000
"Kepler-1321 b","Kepler-1321",,6.630,294.5285970,46.6408737,769.1460000
"Kepler-1821 b","Kepler-1821",,,294.5254573,49.8724840,799.6990000
"Kepler-1820 b","Kepler-1820",,,296.7127400,48.2722828,1425.3900000
"Kepler-1895 b","Kepler-1895",,1.360,291.6756005,48.7625419,984.1870000
"Kepler-1671 b","Kepler-1671",,1.050,291.7484295,39.4467817,357.0590000
"Kepler-913 b","Kepler-913",,,297.5830564,41.9523531,991.6180000
"Kepler-1786 b","Kepler-1786",,2.630,292.5877743,38.5219827,863.9090000
"Kepler-1817 b","Kepler-1817",,2.300,282.0333419,44.4779955,748.5690000
"Kepler-487 c","Kepler-487",,2.620,295.2872318,41.2220033,872.3430000
"Kepler-418 b","Kepler-418",349.61300,13.451,294.4335228,38.3554729,1002.5300000
"Kepler-1085 c","Kepler-1085",,,287.4776359,46.1411685,1364.5300000
"Kepler-1794 b","Kepler-1794",,1.940,300.6196594,45.7888068,561.2290000
"Kepler-1743 b","Kepler-1743",,1.430,290.5523552,48.1262575,538.8070000
"Kepler-1743 b","Kepler-1743",,1.470,290.5523552,48.1262575,538.8070000
"Kepler-1743 b","Kepler-1743",,1.780,290.5523552,48.1262575,538.8070000
"Kepler-1767 b","Kepler-1767",,3.013,293.6441248,46.9896696,820.5060000
"Kepler-367 c","Kepler-367",,,297.2925580,49.9817499,188.0270000
"Kepler-367 c","Kepler-367",,1.080,297.2925580,49.9817499,188.0270000
"Kepler-1767 b","Kepler-1767",,2.600,293.6441248,46.9896696,820.5060000
"Kepler-1916 b","Kepler-1916",,2.618,293.0705754,48.3876790,2055.8200000
"Kepler-1798 b","Kepler-1798",,1.660,291.7262251,37.5289680,395.1960000
"Kepler-1798 b","Kepler-1798",,2.309,291.7262251,37.5289680,395.1960000
"Kepler-1798 b","Kepler-1798",,,291.7262251,37.5289680,395.1960000
"Kepler-1813 b","Kepler-1813",,,292.2399069,48.5115214,
"Kepler-1750 b","Kepler-1750",,4.830,292.3514917,48.5110714,1497.3300000
"Kepler-1750 b","Kepler-1750",,,292.3514917,48.5110714,1497.3300000
"Kepler-1750 b","Kepler-1750",,,292.3514917,48.5110714,1497.3300000
"Kepler-1759 b","Kepler-1759",,1.030,298.4656275,48.5593334,385.3480000
"Kepler-1759 b","Kepler-1759",,0.940,298.4656275,48.5593334,385.3480000
"Kepler-1001 b","Kepler-1001",,,286.2739151,48.6186972,928.9780000
"Kepler-1001 c","Kepler-1001",,1.550,286.2739151,48.6186972,928.9780000
"Kepler-1001 b","Kepler-1001",,,286.2739151,48.6186972,928.9780000
"Kepler-1001 b","Kepler-1001",,2.935,286.2739151,48.6186972,928.9780000
"Kepler-1001 b","Kepler-1001",,2.900,286.2739151,48.6186972,928.9780000
"Kepler-1757 b","Kepler-1757",,2.560,297.7397823,46.9418957,807.3080000
"Kepler-1757 b","Kepler-1757",,,297.7397823,46.9418957,807.3080000
"Kepler-1757 b","Kepler-1757",,3.010,297.7397823,46.9418957,807.3080000
"Kepler-1673 b","Kepler-1673",,2.620,285.6671724,48.7195865,727.1870000
"Kepler-1895 b","Kepler-1895",,,291.6756005,48.7625419,984.1870000
"Kepler-1895 b","Kepler-1895",,1.410,291.6756005,48.7625419,984.1870000
"Kepler-1663 b","Kepler-1663",,2.640,290.4015156,48.8227234,337.9260000
"Kepler-1777 b","Kepler-1777",,4.270,290.3286455,37.7231188,619.1460000
"Kepler-1777 b","Kepler-1777",,6.000,290.3286455,37.7231188,619.1460000
"Kepler-1777 b","Kepler-1777",,4.270,290.3286455,37.7231188,619.1460000
"Kepler-1777 b","Kepler-1777",,,290.3286455,37.7231188,619.1460000
"Kepler-1771 b","Kepler-1771",,2.500,292.0134714,49.0191267,565.7520000
"Kepler-1771 b","Kepler-1771",,2.500,292.0134714,49.0191267,565.7520000
"Kepler-1771 b","Kepler-1771",,2.700,292.0134714,49.0191267,565.7520000
"Kepler-1761 b","Kepler-1761",,0.920,284.1329728,49.1426325,221.1860000
"Kepler-369 b","Kepler-369",,1.374,293.6743322,47.9084727,
"Kepler-369 b","Kepler-369",,1.000,293.6743322,47.9084727,
"Kepler-369 b","Kepler-369",,1.000,293.6743322,47.9084727,
"Kepler-370 b","Kepler-370",,1.590,292.1710683,40.9162381,1167.9400000
"Kepler-373 c","Kepler-373",,1.240,289.3879904,50.5970115,1090.4500000
"Kepler-374 b","Kepler-374",,,294.1378921,42.3704075,1265.6100000
"Kepler-278 b","Kepler-278",,2.940,290.1072124,38.7022694,443.0300000
"Kepler-254 c","Kepler-254",,2.280,288.1646541,45.8164257,1389.4800000
"Kepler-255 d","Kepler-255",,1.323,296.0642702,45.9767647,1052.5300000
"Kepler-255 d","Kepler-255",,1.370,296.0642702,45.9767647,1052.5300000
"Kepler-42 c","Kepler-42",,0.730,292.2196000,44.6173667,40.0595000
"Kepler-750 c","Kepler-750",,1.620,289.0968274,44.0043640,1296.0200000
"Kepler-750 c","Kepler-750",,,289.0968274,44.0043640,1296.0200000
"Kepler-1048 b","Kepler-1048",,,281.8983042,42.1657112,556.0060000
"Kepler-375 b","Kepler-375",,1.450,288.6178715,48.0983639,1238.8100000
"Kepler-376 b","Kepler-376",,1.060,291.6071451,38.4103192,923.0670000
"Kepler-1146 b","Kepler-1146",,1.130,286.7167120,47.4256580,703.0380000
"Kepler-373 b","Kepler-373",,2.166,289.3879904,50.5970115,1090.4500000
"Kepler-373 b","Kepler-373",,,289.3879904,50.5970115,1090.4500000
"Kepler-1147 b","Kepler-1147",,,292.5474753,41.6429221,1657.3600000
"Kepler-1148 b","Kepler-1148",,1.640,290.9536059,45.7195545,625.6920000
"Kepler-1149 b","Kepler-1149",,,294.1891824,45.1515263,1217.7300000
"Kepler-1150 b","Kepler-1150",,,296.7244553,49.5326846,358.5180000
"Kepler-1151 b","Kepler-1151",,,292.2477819,47.8784257,682.4360000
"Kepler-301 c","Kepler-301",,1.390,283.9829040,49.2329512,719.1660000
"Kepler-1163 b","Kepler-1163",,,290.2358630,50.0300654,478.6470000
"Kepler-1163 b","Kepler-1163",,1.050,290.2358630,50.0300654,478.6470000
"Kepler-1164 b","Kepler-1164",,1.089,287.5296372,38.8945065,431.6220000
"Kepler-1166 b","Kepler-1166",,2.200,290.3484956,50.9028387,634.9060000
"Kepler-1167 b","Kepler-1167",,1.659,298.3026595,47.6939654,820.9050000
"Kepler-1167 b","Kepler-1167",,,298.3026595,47.6939654,820.9050000
"Kepler-1343 b","Kepler-1343",,2.110,294.2944830,50.7253850,1756.7100000
"Kepler-122 f","Kepler-122",,1.790,291.1118647,39.9490248,1027.4500000
"Kepler-304 d","Kepler-304",,2.295,294.4418031,40.5575408,434.6840000
"Kepler-304 c","Kepler-304",,2.800,294.4418031,40.5575408,434.6840000
"Kepler-1600 b","Kepler-1600",,3.150,291.3993802,38.7877563,1030.8100000
"Kepler-1600 c","Kepler-1600",,1.750,291.3993802,38.7877563,1030.8100000
