pl_name,hostname,pl_masse,pl_rade,ra,dec,sy_dist
"Kepler-1102 b","Kepler-1102",,3.193,281.3225917,48.0664955,1246.0500000
"Kepler-1102 b","Kepler-1102",,3.130,281.3225917,48.0664955,1246.0500000
"Kepler-1105 b","Kepler-1105",,2.010,281.1117588,42.4549698,318.0040000
"Kepler-1105 b","Kepler-1105",,,281.1117588,42.4549698,318.0040000
"Kepler-67 b","Kepler-67",,,294.1533505,46.1663976,1131.1900000
"Kepler-185 b","Kepler-185",,1.280,282.4681674,43.8899464,466.7350000
"Kepler-1282 b","Kepler-1282",,1.650,290.1761688,46.6983036,1103.2900000
"Kepler-1283 b","Kepler-1283",,,295.4623336,40.7769335,2921.9900000
"Kepler-1390 b","Kepler-1390",,,298.6624419,48.2488659,723.4310000
"Kepler-1390 b","Kepler-1390",,0.920,298.6624419,48.2488659,723.4310000
"Kepler-1390 b","Kepler-1390",,1.260,298.6624419,48.2488659,723.4310000
"Kepler-115 b","Kepler-115",,1.090,297.7119299,45.2619850,623.6090000
"Kepler-116 c","Kepler-116",,2.470,294.7420605,43.5367842,955.1680000
"Kepler-1371 b","Kepler-1371",,0.730,288.8314251,47.5519753,515.3340000
"Kepler-1372 b","Kepler-1372",,,288.8865895,44.8394672,1303.2200000
"Kepler-1372 b","Kepler-1372",,,288.8865895,44.8394672,1303.2200000
"Kepler-1374 b","Kepler-1374",,2.390,291.3499783,45.1722521,1078.4600000
"Kepler-327 d","Kepler-327",,2.444,292.6422963,44.0876251,241.9870000
"Kepler-339 c","Kepler-339",,1.230,293.3517010,48.4445922,616.6370000
"Kepler-341 d","Kepler-341",,1.960,289.8615609,43.4727412,1047.0300000
"Kepler-341 b","Kepler-341",,1.180,289.8615609,43.4727412,1047.0300000
"Kepler-67 b","Kepler-67",,2.810,294.1533505,46.1663976,1131.1900000
"Kepler-67 b","Kepler-67",,2.690,294.1533505,46.1663976,1131.1900000
"Kepler-1107 b","Kepler-1107",,1.380,291.0499340,39.1416740,428.7980000
"Kepler-1271 b","Kepler-1271",,,286.3442954,37.4119347,831.9910000
"Kepler-172 d","Kepler-172",,2.210,283.3684093,41.8218390,828.5920000
"Kepler-1274 b","Kepler-1274",,1.310,284.5936858,46.4497364,614.6480000
"Kepler-1274 b","Kepler-1274",,,284.5936858,46.4497364,614.6480000
"Kepler-250 d","Kepler-250",,2.230,289.5947633,44.1418114,760.5850000
"Kepler-252 b","Kepler-252",,,295.5793290,44.5459052,379.4240000
"Kepler-252 b","Kepler-252",,1.200,295.5793290,44.5459052,379.4240000
"Kepler-81 d","Kepler-81",,1.420,293.6369437,42.8248275,348.2910000
"Kepler-722 c","Kepler-722",,,290.2632874,44.5564051,1239.5000000
"Kepler-262 b","Kepler-262",,,290.7287168,37.2526575,613.1290000
"Kepler-280 c","Kepler-280",,,291.3905325,42.1804735,780.3610000
"Kepler-1290 b","Kepler-1290",,1.520,290.6852287,43.8596155,1593.7000000
"Kepler-1290 b","Kepler-1290",,1.490,290.6852287,43.8596155,1593.7000000
"Kepler-189 b","Kepler-189",,,287.5646296,44.3050662,591.5340000
"Kepler-341 e","Kepler-341",,,289.8615609,43.4727412,1047.0300000
"Kepler-341 e","Kepler-341",,2.430,289.8615609,43.4727412,1047.0300000
"Kepler-341 e","Kepler-341",,2.030,289.8615609,43.4727412,1047.0300000
"Kepler-342 d","Kepler-342",,2.080,292.6780488,46.7266813,781.6110000
"Kepler-230 c","Kepler-230",,,285.7185682,48.5058038,740.7540000
"Kepler-230 c","Kepler-230",,2.600,285.7185682,48.5058038,740.7540000
"Kepler-81 d","Kepler-81",,1.390,293.6369437,42.8248275,348.2910000
"Kepler-1093 b","Kepler-1093",,,284.9780251,41.4202077,1072.8800000
"Kepler-1094 b","Kepler-1094",,,292.3012109,38.2669983,1291.0100000
"Kepler-1094 b","Kepler-1094",,2.800,292.3012109,38.2669983,1291.0100000
"Kepler-173 b","Kepler-173",,1.280,294.6466171,41.8840952,833.1650000
"Kepler-1276 b","Kepler-1276",,1.090,287.8570173,40.5471909,538.4810000
"Kepler-1277 b","Kepler-1277",,1.500,295.1025166,40.5723736,557.1930000
"Kepler-1278 b","Kepler-1278",,0.770,282.9569197,42.8255589,889.4260000
"Kepler-1382 b","Kepler-1382",,1.210,295.3774182,39.0480365,738.2610000
"Kepler-245 c","Kepler-245",,,291.6389972,42.4363482,861.5270000
"Kepler-245 c","Kepler-245",,2.600,291.6389972,42.4363482,861.5270000
"Kepler-1383 b","Kepler-1383",,1.360,297.9447714,42.1918449,1027.2100000
"Kepler-262 b","Kepler-262",,1.300,290.7287168,37.2526575,613.1290000
"Kepler-263 c","Kepler-263",,2.217,292.4698022,37.5677941,754.7470000
"Kepler-263 c","Kepler-263",,2.400,292.4698022,37.5677941,754.7470000
"Kepler-769 c","Kepler-769",,2.200,292.7130925,38.3581685,1169.5700000
"Kepler-1291 b","Kepler-1291",,,289.3770051,40.0010791,897.3520000
"Kepler-1292 b","Kepler-1292",,1.900,284.9057222,43.9491434,1493.4300000
"Kepler-190 c","Kepler-190",,1.460,288.5839761,44.7337701,433.3870000
"Kepler-1296 b","Kepler-1296",,0.910,292.1251038,41.4077928,1551.5400000
"Kepler-1296 b","Kepler-1296",,1.040,292.1251038,41.4077928,1551.5400000
"Kepler-1296 b","Kepler-1296",,1.040,292.1251038,41.4077928,1551.5400000
"Kepler-1298 b","Kepler-1298",,1.310,284.4227535,49.1061907,544.1630000
"Kepler-267 c","Kepler-267",,2.100,299.8305655,47.1575741,264.9930000
"Kepler-267 c","Kepler-267",,2.652,299.8305655,47.1575741,264.9930000
"Kepler-135 c","Kepler-135",,,290.4950939,38.7954956,621.8550000
"Kepler-524 c","Kepler-524",,,296.8591787,49.1620125,1058.2400000
"Kepler-149 c","Kepler-149",,,285.8537014,38.3840916,571.0340000
"Kepler-149 c","Kepler-149",,,285.8537014,38.3840916,571.0340000
"Kepler-150 b","Kepler-150",,1.250,288.2341025,40.5208970,891.0920000
"Kepler-150 b","Kepler-150",,1.340,288.2341025,40.5208970,891.0920000
"Kepler-1461 b","Kepler-1461",,,285.8305091,43.1983770,679.1060000
"Kepler-1461 b","Kepler-1461",,1.917,285.8305091,43.1983770,679.1060000
"Kepler-1463 b","Kepler-1463",,1.860,294.4872785,42.0069064,1687.4700000
"Kepler-482 b","Kepler-482",,2.944,296.8229326,48.1077628,313.0680000
"Kepler-357 b","Kepler-357",,1.666,291.2429746,44.0086337,688.5730000
"Kepler-375 b","Kepler-375",,1.814,288.6178715,48.0983639,1238.8100000
"Kepler-1533 b","Kepler-1533",,4.271,295.9755645,44.7133739,966.8010000
"Kepler-813 b","Kepler-813",,2.140,285.6626752,48.4353251,
"Kepler-1814 c","Kepler-1814",,1.655,285.2166767,41.2824449,726.3460000
"Kepler-290 d","Kepler-290",,0.780,286.4100307,42.6815137,694.6270000
"Kepler-290 b","Kepler-290",,2.180,286.4100307,42.6815137,694.6270000
"Kepler-1492 b","Kepler-1492",,1.260,288.5970695,41.0363254,331.5530000
"Kepler-1493 b","Kepler-1493",,,288.5493683,38.5651973,555.0510000
"Kepler-1495 b","Kepler-1495",,2.940,286.1306907,38.7795494,1355.5400000
"Kepler-1496 b","Kepler-1496",,2.220,293.9739359,45.3507167,1307.6600000
"Kepler-1496 b","Kepler-1496",,,293.9739359,45.3507167,1307.6600000
"Kepler-1497 b","Kepler-1497",,1.690,296.1961550,45.6343124,
"Kepler-393 b","Kepler-393",,1.442,290.9952050,45.1921880,881.4040000
"Kepler-1469 b","Kepler-1469",,2.514,293.8213286,39.3913385,1159.3000000
"Kepler-1546 b","Kepler-1546",,,297.5839183,41.5411993,931.9560000
"Kepler-1548 b","Kepler-1548",,2.640,287.4711817,46.0805706,872.2790000
"Kepler-1548 b","Kepler-1548",,,287.4711817,46.0805706,872.2790000
"Kepler-1548 b","Kepler-1548",,,287.4711817,46.0805706,872.2790000
"Kepler-440 b","Kepler-440",,,285.3500664,41.4523695,301.0300000
"Kepler-1550 b","Kepler-1550",,3.005,287.7646113,38.2947076,1179.0100000
"Kepler-1551 b","Kepler-1551",,2.660,295.7855238,39.9078956,1463.7200000
"Kepler-1552 b","Kepler-1552",,,291.6768669,38.8749152,769.0960000
"Kepler-154 f","Kepler-154",,1.453,289.7805393,49.8965624,915.2120000
"Kepler-320 b","Kepler-320",,1.500,293.2135155,46.1751457,826.6130000
"Kepler-320 b","Kepler-320",,1.050,293.2135155,46.1751457,826.6130000
"Kepler-320 b","Kepler-320",,1.050,293.2135155,46.1751457,826.6130000
"Kepler-969 c","Kepler-969",,1.160,288.3724989,47.9335642,390.3540000
"Kepler-990 c","Kepler-990",,1.530,297.9381813,46.8813194,802.1630000
"Kepler-990 c","Kepler-990",,,297.9381813,46.8813194,802.1630000
"Kepler-332 c","Kepler-332",,1.090,286.6627811,47.4136938,344.1900000
"Kepler-332 d","Kepler-332",,1.210,286.6627811,47.4136938,344.1900000
"Kepler-1217 b","Kepler-1217",,1.990,289.1866841,50.9375614,1347.7100000
"Kepler-1222 b","Kepler-1222",,0.790,294.8896160,49.3798215,415.2180000
"Kepler-1550 b","Kepler-1550",,2.650,287.7646113,38.2947076,1179.0100000
"Kepler-1598 b","Kepler-1598",,0.950,288.4691070,46.7836464,619.8620000
"Kepler-1367 b","Kepler-1367",,0.920,288.4166786,47.8787308,401.4840000
"Kepler-620 b","Kepler-620",,3.320,291.1593939,51.3348228,1355.2800000
"Kepler-625 b","Kepler-625",,1.990,292.1504723,39.6375254,760.7080000
"Kepler-693 b","Kepler-693",,10.180,283.2535270,40.3582155,1151.5100000
"Kepler-1554 b","Kepler-1554",,,286.5760160,41.7415762,946.8470000
"Kepler-378 c","Kepler-378",,,294.9489697,46.4388673,152.0940000
"Kepler-1555 b","Kepler-1555",,,287.6354587,45.7160327,2013.2700000
"Kepler-1556 b","Kepler-1556",,2.060,288.3969751,40.2131892,944.5400000
"Kepler-1178 b","Kepler-1178",,0.730,288.4561183,45.8022258,482.2870000
"Kepler-1558 b","Kepler-1558",,0.790,286.8194349,46.9117837,325.7370000
"Kepler-1559 b","Kepler-1559",,0.720,292.2866565,42.0725948,614.8270000
"Kepler-1559 b","Kepler-1559",,0.700,292.2866565,42.0725948,614.8270000
"Kepler-1559 b","Kepler-1559",,,292.2866565,42.0725948,614.8270000
"Kepler-1016 c","Kepler-1016",,,294.6136890,45.9846265,1402.8200000
"Kepler-340 b","Kepler-340",,4.610,295.9334710,40.3005515,808.7620000
"Kepler-340 b","Kepler-340",,2.490,295.9334710,40.3005515,808.7620000
"Kepler-342 e","Kepler-342",,1.180,292.6780488,46.7266813,781.6110000
"Kepler-342 c","Kepler-342",,,292.6780488,46.7266813,781.6110000
"KOI-3680 b","KOI-3680",,10.640,293.2815266,45.3096572,921.9860000
"Kepler-1516 b","Kepler-1516",,2.704,291.4945795,44.5234227,1358.9500000
"Kepler-1554 b","Kepler-1554",,3.240,286.5760160,41.7415762,946.8470000
"Kepler-288 d","Kepler-288",,2.670,288.9163997,39.5947523,1194.1500000
"Kepler-295 c","Kepler-295",,,285.3458383,45.3677754,1699.1900000
"Kepler-295 c","Kepler-295",,1.200,285.3458383,45.3677754,1699.1900000
"KIC 9663113 b","KIC 9663113",,5.800,297.0454037,46.3286653,1594.7400000
"Kepler-1052 c","Kepler-1052",,2.240,295.3427300,46.6022134,943.4440000
"Kepler-1052 b","Kepler-1052",,2.400,295.3427300,46.6022134,943.4440000
"Kepler-549 b","Kepler-549",,2.700,283.0228527,47.2611431,635.1450000
"Kepler-549 b","Kepler-549",11.00000,3.100,283.0228527,47.2611431,635.1450000
"Kepler-549 b","Kepler-549",,,283.0228527,47.2611431,635.1450000
"Kepler-549 d","Kepler-549",,3.650,283.0228527,47.2611431,635.1450000
"Kepler-549 d","Kepler-549",,3.650,283.0228527,47.2611431,635.1450000
"Kepler-549 d","Kepler-549",,4.200,283.0228527,47.2611431,635.1450000
"Kepler-656 b","Kepler-656",,3.690,288.3278778,47.3815380,890.3520000
"Kepler-656 c","Kepler-656",,,288.3278778,47.3815380,890.3520000
"Kepler-311 c","Kepler-311",,1.460,282.0612731,47.0854984,778.6540000
"Kepler-549 c","Kepler-549",,,283.0228527,47.2611431,635.1450000
"Kepler-549 c","Kepler-549",,2.990,283.0228527,47.2611431,635.1450000
"Kepler-656 b","Kepler-656",,3.690,288.3278778,47.3815380,890.3520000
"Kepler-164 b","Kepler-164",,1.450,287.7808115,47.6298453,890.7580000
"Kepler-297 b","Kepler-297",,3.310,283.2091605,48.7776156,692.1400000
"Kepler-347 d","Kepler-347",,,289.1995995,49.3056404,1298.8800000
"Kepler-1894 c","Kepler-1894",,1.230,295.5864604,49.6668523,935.1910000
"Kepler-1894 b","Kepler-1894",,,295.5864604,49.6668523,935.1910000
"Kepler-1487 b","Kepler-1487",,,295.4980737,38.6444499,1014.6200000
"Kepler-1487 c","Kepler-1487",,3.020,295.4980737,38.6444499,1014.6200000
"Kepler-1181 b","Kepler-1181",,1.570,289.7473165,39.5234131,938.4170000
"Kepler-1181 c","Kepler-1181",,1.570,289.7473165,39.5234131,938.4170000
"Kepler-1181 c","Kepler-1181",,1.744,289.7473165,39.5234131,938.4170000
"Kepler-1834 b","Kepler-1834",,1.260,294.6646789,39.7838461,500.3950000
"Kepler-1669 c","Kepler-1669",,1.810,297.4303826,39.8478795,543.4440000
"Kepler-430 c","Kepler-430",,1.670,292.8085984,49.5794242,917.4770000
"Kepler-1562 b","Kepler-1562",,6.407,294.4556567,46.7435353,2060.7200000
"Kepler-1562 b","Kepler-1562",,4.720,294.4556567,46.7435353,2060.7200000
"Kepler-1564 b","Kepler-1564",,1.390,290.5861316,46.6427486,908.8050000
"Kepler-1565 b","Kepler-1565",,,297.9529793,40.8067876,629.9300000
"Kepler-1567 b","Kepler-1567",,2.730,286.6951530,40.2918894,1206.1100000
"Kepler-1567 b","Kepler-1567",,2.670,286.6951530,40.2918894,1206.1100000
"Kepler-1569 b","Kepler-1569",,1.634,292.2046748,37.2212065,945.4540000
"Kepler-343 c","Kepler-343",,,291.9606620,42.4329567,927.1930000
"Kepler-1031 b","Kepler-1031",,0.780,296.0898796,48.9554121,682.8820000
"Kepler-1047 c","Kepler-1047",,0.790,288.6462564,50.7889645,817.6470000
"Kepler-1065 c","Kepler-1065",,1.560,294.5113190,38.7904648,1122.4800000
"Kepler-154 b","Kepler-154",,,289.7805393,49.8965624,915.2120000
"Kepler-299 e","Kepler-299",,,283.2070156,48.5805222,1052.2400000
"Kepler-118 c","Kepler-118",,,299.2131881,41.4248195,574.2280000
"Kepler-531 b","Kepler-531",,2.780,286.5246582,48.6835481,252.7620000
"Kepler-308 c","Kepler-308",,2.083,295.7852423,40.4395753,1335.9200000
"Kepler-1093 c","Kepler-1093",,,284.9780251,41.4202077,1072.8800000
"Kepler-1532 b","Kepler-1532",,,296.9027840,41.1981424,798.2460000
"Kepler-1533 b","Kepler-1533",,,295.9755645,44.7133739,966.8010000
"Kepler-301 d","Kepler-301",,2.110,283.9829040,49.2329512,719.1660000
"Kepler-531 b","Kepler-531",,2.720,286.5246582,48.6835481,252.7620000
"Kepler-533 b","Kepler-533",,3.369,293.6856893,48.8249915,302.9550000
"Kepler-524 b","Kepler-524",,,296.8591787,49.1620125,1058.2400000
"Kepler-414 b","Kepler-414",,2.190,297.9615616,48.2443363,413.4600000
"Kepler-397 b","Kepler-397",,1.980,295.8940373,42.3805156,
"Kepler-398 c","Kepler-398",,,291.4688524,40.3437001,177.3550000
"Kepler-398 d","Kepler-398",,,291.4688524,40.3437001,177.3550000
"Kepler-398 d","Kepler-398",,1.010,291.4688524,40.3437001,177.3550000
"Kepler-445 b","Kepler-445",,0.576,298.7363395,46.4991236,127.2010000
"Kepler-445 b","Kepler-445",,0.920,298.7363395,46.4991236,127.2010000
"Kepler-399 b","Kepler-399",,1.010,299.5017242,40.6707669,740.5370000
"Kepler-1571 b","Kepler-1571",,,300.9354067,45.5964836,675.3030000
"Kepler-386 b","Kepler-386",,1.390,289.8589165,48.6938077,882.4620000
"Kepler-1181 b","Kepler-1181",,1.410,289.7473165,39.5234131,938.4170000
"Kepler-1181 c","Kepler-1181",,,289.7473165,39.5234131,938.4170000
"Kepler-1834 b","Kepler-1834",,1.459,294.6646789,39.7838461,500.3950000
"Kepler-1669 b","Kepler-1669",,2.400,297.4303826,39.8478795,543.4440000
"Kepler-1669 b","Kepler-1669",,1.990,297.4303826,39.8478795,543.4440000
"Kepler-1669 c","Kepler-1669",,1.901,297.4303826,39.8478795,543.4440000
"Kepler-1814 b","Kepler-1814",,2.900,285.2166767,41.2824449,726.3460000
"Kepler-1814 c","Kepler-1814",,1.710,285.2166767,41.2824449,726.3460000
"Kepler-1814 b","Kepler-1814",,3.150,285.2166767,41.2824449,726.3460000
"Kepler-748 b","Kepler-748",,2.520,292.2628779,37.2369732,1705.9900000
"Kepler-1336 c","Kepler-1336",,,296.2776587,46.8998006,1126.6400000
"Kepler-1336 c","Kepler-1336",,2.170,296.2776587,46.8998006,1126.6400000
"Kepler-142 b","Kepler-142",,,295.1190067,48.4813635,548.6860000
"Kepler-142 b","Kepler-142",,1.860,295.1190067,48.4813635,548.6860000
"Kepler-386 b","Kepler-386",,,289.8589165,48.6938077,882.4620000
"Kepler-1573 b","Kepler-1573",,1.200,292.9883129,49.4849664,1455.3600000
"Kepler-1574 b","Kepler-1574",,,292.1586689,49.6377914,1384.1600000
"Kepler-1575 b","Kepler-1575",,,293.7432102,45.7615507,1246.9200000
"Kepler-1576 b","Kepler-1576",,,289.0739641,40.3660239,460.9100000
"Kepler-1254 c","Kepler-1254",,1.360,285.1733174,48.7700099,622.8180000
"Kepler-1577 b","Kepler-1577",,2.650,292.9552704,47.5730433,510.0290000
"Kepler-1578 b","Kepler-1578",,1.045,288.3021104,47.7756227,1064.0500000
"Kepler-1578 b","Kepler-1578",,,288.3021104,47.7756227,1064.0500000
"Kepler-1336 c","Kepler-1336",,,296.2776587,46.8998006,1126.6400000
"Kepler-404 c","Kepler-404",,1.720,286.3985796,45.3435241,812.5240000
"Kepler-446 d","Kepler-446",,1.350,282.2501047,44.9210020,96.3390000
"Kepler-446 d","Kepler-446",,1.140,282.2501047,44.9210020,96.3390000
"Kepler-446 d","Kepler-446",,,282.2501047,44.9210020,96.3390000
"Kepler-1370 c","Kepler-1370",,1.330,284.5656897,41.7784781,1004.1000000
"Kepler-1391 b","Kepler-1391",,,294.8309749,46.6595768,1038.3500000
"Kepler-1391 b","Kepler-1391",,1.480,294.8309749,46.6595768,1038.3500000
"Kepler-1521 b","Kepler-1521",,2.500,292.6903779,37.8350549,206.9830000
"Kepler-1521 b","Kepler-1521",,2.450,292.6903779,37.8350549,206.9830000
"Kepler-1521 b","Kepler-1521",,6.460,292.6903779,37.8350549,206.9830000
"Kepler-1522 b","Kepler-1522",,,289.8432347,52.0702094,814.1250000
"Kepler-1522 b","Kepler-1522",,1.510,289.8432347,52.0702094,814.1250000
"Kepler-1086 c","Kepler-1086",,,295.2511870,45.8429537,466.0840000
"Kepler-121 b","Kepler-121",,2.470,286.1621273,39.6780204,510.5230000
"Kepler-1526 b","Kepler-1526",,,285.1197266,38.8664618,555.5740000
"Kepler-1526 b","Kepler-1526",,,285.1197266,38.8664618,555.5740000
"Kepler-477 b","Kepler-477",,,288.0674450,42.3553050,
"Kepler-399 b","Kepler-399",,1.010,299.5017242,40.6707669,740.5370000
"Kepler-400 c","Kepler-400",,,290.9444679,40.4800528,845.9700000
"Kepler-400 c","Kepler-400",,1.500,290.9444679,40.4800528,845.9700000
"Kepler-401 c","Kepler-401",,2.260,290.0827494,50.8634361,965.5600000
"Kepler-433 b","Kepler-433",,8.100,297.5936232,40.9772546,1878.3100000
"Kepler-526 b","Kepler-526",,,297.6509281,47.3962246,666.1460000
"Kepler-528 b","Kepler-528",,2.280,295.6848595,47.7480914,784.2300000
"Kepler-528 b","Kepler-528",,,295.6848595,47.7480914,784.2300000
"Kepler-141 c","Kepler-141",,1.630,297.9707271,47.7316041,301.1830000
"Kepler-141 c","Kepler-141",,,297.9707271,47.7316041,301.1830000
"Kepler-141 c","Kepler-141",,38.600,297.9707271,47.7316041,301.1830000
"Kepler-141 c","Kepler-141",,,297.9707271,47.7316041,301.1830000
"Kepler-112 b","Kepler-112",,2.430,296.9811361,43.2097025,513.2060000
"Kepler-112 b","Kepler-112",,,296.9811361,43.2097025,513.2060000
"Kepler-101 b","Kepler-101",,4.360,283.2555070,48.3552474,927.9810000
"Kepler-209 c","Kepler-209",,,291.1694567,42.6407281,576.9460000
"Kepler-229 d","Kepler-229",,3.300,286.9994758,48.3757867,826.2650000
"Kepler-603 b","Kepler-603",,2.350,294.2809679,42.2909295,1539.6300000
"Kepler-603 d","Kepler-603",,1.220,294.2809679,42.2909295,1539.6300000
"Kepler-603 c","Kepler-603",,5.800,294.2809679,42.2909295,1539.6300000
"Kepler-402 e","Kepler-402",,,288.3701976,43.3546109,625.3390000
"Kepler-402 d","Kepler-402",,1.164,288.3701976,43.3546109,625.3390000
"Kepler-952 b","Kepler-952",,8.266,285.3718781,41.9938697,1304.2500000
"Kepler-952 b","Kepler-952",,7.700,285.3718781,41.9938697,1304.2500000
"Kepler-952 b","Kepler-952",,,285.3718781,41.9938697,1304.2500000
"Kepler-603 b","Kepler-603",,,294.2809679,42.2909295,1539.6300000
"Kepler-603 d","Kepler-603",,2.332,294.2809679,42.2909295,1539.6300000
"Kepler-725 b","Kepler-725",,10.100,283.9774949,44.8115613,758.4690000
"Kepler-725 b","Kepler-725",,10.520,283.9774949,44.8115613,758.4690000
"Kepler-725 b","Kepler-725",,,283.9774949,44.8115613,758.4690000
"HD 169142 b","HD 169142",953.48522,,276.1240717,-29.7805318,113.6000000
"Kepler-1515 b","Kepler-1515",,9.170,290.9739057,48.1782059,539.3210000
"Kepler-1580 b","Kepler-1580",,2.110,285.9687099,41.3635264,1002.0200000
"Kepler-1580 b","Kepler-1580",,,285.9687099,41.3635264,1002.0200000
"Kepler-1582 b","Kepler-1582",,0.770,289.3765441,41.1580845,78.8906000
"Kepler-1583 b","Kepler-1583",,0.580,286.3869335,47.0165188,403.9330000
"Kepler-1584 b","Kepler-1584",,1.610,287.7626791,43.2743929,1416.3100000
"Kepler-142 c","Kepler-142",,,295.1190067,48.4813635,548.6860000
"Kepler-142 c","Kepler-142",,2.780,295.1190067,48.4813635,548.6860000
"Kepler-391 c","Kepler-391",,4.150,290.6218844,51.0573453,869.2360000
"Kepler-1585 b","Kepler-1585",,,296.1589897,44.5630457,944.4650000
"Kepler-1586 b","Kepler-1586",,,298.2026236,44.9258585,552.5500000
"Kepler-952 b","Kepler-952",,7.910,285.3718781,41.9938697,1304.2500000
"Kepler-603 b","Kepler-603",,2.650,294.2809679,42.2909295,1539.6300000
"Kepler-725 b","Kepler-725",,9.940,283.9774949,44.8115613,758.4690000
"Kepler-603 c","Kepler-603",,,294.2809679,42.2909295,1539.6300000
"Kepler-603 b","Kepler-603",,,294.2809679,42.2909295,1539.6300000
"Kepler-1586 b","Kepler-1586",,1.950,298.2026236,44.9258585,552.5500000
"Kepler-1586 b","Kepler-1586",,1.950,298.2026236,44.9258585,552.5500000
"Kepler-1527 b","Kepler-1527",,3.260,297.4144457,46.0608077,1842.1300000
"Kepler-1529 b","Kepler-1529",,,289.8707469,41.0407482,661.0140000
"Kepler-154 e","Kepler-154",,1.652,289.7805393,49.8965624,915.2120000
"Kepler-433 b","Kepler-433",,7.930,297.5936232,40.9772546,1878.3100000
"Kepler-433 b","Kepler-433",,13.080,297.5936232,40.9772546,1878.3100000
"Kepler-276 b","Kepler-276",,2.560,293.5681970,39.0363123,1144.8600000
"Kepler-726 b","Kepler-726",,2.874,291.7172776,44.8873466,762.0810000
"Kepler-1398 b","Kepler-1398",,0.960,294.8661073,48.6389923,852.2040000
"Kepler-1254 b","Kepler-1254",,1.464,285.1733174,48.7700099,622.8180000
"Kepler-238 e","Kepler-238",,9.304,287.8971066,40.6378141,1798.7500000
"Kepler-1430 b","Kepler-1430",,1.030,289.6975391,43.3719581,875.5230000
"Kepler-1463 b","Kepler-1463",,2.268,294.4872785,42.0069064,1687.4700000
